Share Capital,Reserves,Borrowings,Other Liabilities,Total Liabilities,Fixed Assets,CWIP,Investments,Other Assets,Total Assets,year_start,Company,Expenses,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,year_start,Price_start,Price_end,year_end,POSC,PE,ROSC,PayPrice,DAMT,DIVY,change
263.0,19072.0,20343.0,19086.0,58764.0,16313.0,169.0,16194.0,26089.0,58764.0,Mar 2016,RELINFRA,8030.0,2460.0,2263.0,903.0,1197.0,17.0,994.0,37.8,22.0,Mar 2017,555.3468017578125,487.8000793457031,Mar 2017,3.779467680608365,14.691714332217263,72.51711026615969,3.9614885564055577,831.5999999999999,1.4974426743213005,0.8783701964280572
776.0,143498.0,2054067.0,158804.0,2357145.0,9819.0,570.0,575652.0,1771104.0,2357145.0,Mar 2016,SBIN,69566.0,27845.0,106803.0,1700.0,13774.0,28.0,9951.0,12.82,20.0,Mar 2017,247.45681762695312,274.06964111328125,Mar 2017,12.823453608247423,19.302403871057187,184.9201030927835,8.08221821964528,256.4,1.0361403757585248,1.1075453234287025
241.0,21649.0,5829.0,6548.0,34266.0,3575.0,768.0,22372.0,7552.0,34266.0,Mar 2016,SUNPHARMA,8130.0,367.0,574.0,464.0,-1082.0,-0.0,-1088.0,-4.52,-22.0,Mar 2017,735.6061401367188,463.1841735839844,Mar 2017,-4.514522821576763,-162.7447212691856,89.8298755186722,-2.9907308815980125,99.44,0.13518103584823016,0.6296632780932165
679.0,22583.0,16473.0,16941.0,56676.0,21076.0,5687.0,16963.0,12950.0,56676.0,Mar 2016,TATAMOTORS,40460.0,1469.0,1592.0,2329.0,-67.0,7.0,-62.0,-0.22,-109.0,Mar 2017,543.6500244140625,378.5,Mar 2017,-0.09131075110456553,-2471.136474609375,33.25920471281296,-20.049663405695327,23.98,0.04410925949252972,0.6962199632161176
270.0,15080.0,11229.0,8035.0,34615.0,8392.0,695.0,14032.0,11495.0,34615.0,Mar 2016,TATAPOWER,5730.0,524.0,1146.0,604.0,1734.0,22.0,1355.0,5.01,26.0,Mar 2017,65.7814712524414,67.59063720703125,Mar 2017,5.018518518518518,13.130034182124033,55.851851851851855,39.52480767756474,130.26,1.980192864645993,1.0275026678507544
971.0,45666.0,30844.0,27634.0,105114.0,50088.0,28206.0,11785.0,15035.0,105114.0,Mar 2016,TATASTEEL,30871.0,-1044.0,1848.0,2962.0,1543.0,38.0,956.0,8.48,81.0,Mar 2017,320.0853881835937,555.432861328125,Mar 2017,0.984552008238929,37.74591841787661,47.02986611740474,25.305747463092644,686.88,2.145927384870256,1.735264656971912
197.0,64816.0,178.0,11860.0,77051.0,9080.0,1640.0,24159.0,42172.0,77051.0,Mar 2016,TCS,58810.0,3757.0,13.0,1459.0,29339.0,21.0,23075.0,58.55,37.0,Mar 2017,1133.4912109375,1145.1871337890625,Mar 2017,117.13197969543147,19.359371664175917,329.01522842639594,3.2642511598654256,2166.35,1.9112190541012066,1.0103184945226782
274.0,21357.0,8250.0,8409.0,38291.0,22688.0,1416.0,5793.0,8394.0,38291.0,Mar 2016,ULTRACEMCO,19082.0,481.0,512.0,1297.0,3299.0,28.0,2370.0,86.37,11.0,Mar 2017,3999.547607421875,3960.1416015625,Mar 2017,8.64963503649635,46.307139138843056,77.94525547445255,0.2750311055077213,950.07,0.2375443658270189,0.9901473842225931
494.0,40732.0,6813.0,10814.0,58853.0,4068.0,325.0,26201.0,28260.0,58853.0,Mar 2016,WIPRO,35372.0,2711.0,550.0,875.0,10594.0,23.0,8200.0,12.45,18.0,Mar 2017,178.1768035888672,215.36790466308597,Mar 2017,16.59919028340081,14.311389846495358,82.45344129554655,10.102325127312293,224.1,1.2577394783503804,1.2087314416080508
372.0,78866.0,33468.0,69994.0,182624.0,32039.0,21158.0,101047.0,28381.0,182624.0,Mar 2016,VEDL,45424.0,1457.0,3600.0,4287.0,-17760.0,33.0,-11906.0,-40.16,-9.0,Mar 2017,102.61390686035156,198.6551055908203,Mar 2017,-32.005376344086024,-2.5551271628573597,212.00537634408602,-8.770740999315231,361.43999999999994,3.5223295853249965,1.935947199254116
96.0,6999.0,39.0,3224.0,10358.0,2605.0,220.0,2914.0,4620.0,10358.0,Mar 2017,ASIANPAINT,9973.0,300.0,22.0,295.0,2657.0,32.0,1802.0,18.78,55.0,Mar 2018,1181.000732421875,1348.477294921875,Mar 2018,18.770833333333332,62.88608798838525,72.90625,4.657067391246375,1032.9,0.8745972560760694,1.141809025093961
479.0,55284.0,519410.0,26295.0,601468.0,3466.0,281.0,128793.0,468927.0,601468.0,Mar 2017,AXISBANK,23808.0,11691.0,26449.0,509.0,5468.0,33.0,3679.0,15.36,33.0,Mar 2018,506.9204406738281,648.944091796875,Mar 2018,7.680584551148225,33.00263285636902,115.41544885177453,6.50989728410527,506.88,0.9999202228385694,1.2801695093104961
289.0,16745.0,120.0,3661.0,20815.0,2002.0,42.0,14731.0,4039.0,20815.0,Mar 2017,BAJAJ-AUTO,17323.0,1213.0,1.0,307.0,5336.0,28.0,3828.0,132.27,42.0,Mar 2018,2585.510009765625,2444.39794921875,Mar 2018,13.245674740484429,19.547214105735424,57.94117647058823,1.6244377256852034,5555.34,2.1486437797638187,0.9454219631663051
462.0,39841.0,632287.0,22286.0,694875.0,5758.0,0.0,129631.0,559487.0,694875.0,Mar 2017,BANKBARODA,17287.0,6758.0,28687.0,511.0,2473.0,44.0,1383.0,6.0,20.0,Mar 2018,138.25,150.14999389648438,Mar 2018,2.9935064935064934,23.041666666666668,86.23593073593074,14.466546112115733,120.0,0.8679927667269439,1.0860759052186935
1999.0,99209.0,60095.0,30336.0,191638.0,111523.0,9600.0,45959.0,24556.0,191638.0,Mar 2017,BHARTIARTL,38351.0,-14977.0,5255.0,12203.0,-8510.0,-17.0,-9926.0,-18.05,-4.0,Mar 2018,378.6145629882813,347.6709899902344,Mar 2018,-4.9654827413706855,-20.975876065832757,49.62931465732866,-1.0564833978992525,72.2,0.19069525332081508,0.9182715721396996
490.0,31805.0,150.0,29136.0,61580.0,3596.0,168.0,661.0,57155.0,61580.0,Mar 2017,BHEL,27312.0,766.0,412.0,849.0,628.0,21.0,496.0,1.35,78.0,Mar 2018,79.84285736083984,75.15596771240234,Mar 2018,1.0122448979591836,59.14285730432581,64.90816326530613,97.69189452663088,105.30000000000001,1.318840576109517,0.9412985731803699
1311.0,28881.0,23159.0,38638.0,91990.0,31437.0,11623.0,14601.0,34328.0,91990.0,Mar 2017,BPCL,191345.0,2564.0,496.0,1891.0,11043.0,27.0,8039.0,37.06,53.0,Mar 2018,384.1950378417969,268.15234375,Mar 2018,6.131960335621663,10.366838581807794,22.02974828375286,13.79507666151176,1964.18,5.112455410756259,0.6979588941500574
161.0,12640.0,324.0,2482.0,15607.0,4236.0,556.0,4286.0,6530.0,15607.0,Mar 2017,CIPLA,9155.0,113.0,39.0,500.0,1187.0,18.0,975.0,12.12,16.0,Mar 2018,557.8563842773438,640.496826171875,Mar 2018,6.055900621118012,46.027754478328696,78.50931677018633,2.868121697796228,193.92,0.3476163497729028,1.1481392778207333
6207.0,7710.0,0.0,4969.0,18886.0,321.0,14.0,11589.0,6962.0,18886.0,Mar 2017,COALINDIA,903.0,15005.0,-136.0,18.0,14510.0,0.0,14499.0,23.36,85.0,Mar 2018,159.14923095703125,201.72262573242188,Mar 2018,2.335911068148864,6.812895160831817,1.2421459642339294,53.40899198121113,1985.6,12.476340526810919,1.2675061294319734
357.0,14347.0,9083.0,4894.0,28680.0,4159.0,28.0,7335.0,17157.0,28680.0,Mar 2017,DLF,2147.0,659.0,1236.0,99.0,880.0,32.0,597.0,3.34,60.0,Mar 2018,182.6009826660156,214.1389617919922,Mar 2018,1.6722689075630253,54.67095289401665,40.187675070028014,32.85853072857903,200.39999999999998,1.0974749263345394,1.172715276038031
83.0,11518.0,2355.0,2491.0,16447.0,4842.0,540.0,3102.0,7963.0,16447.0,Mar 2017,DRREDDY,7899.0,516.0,57.0,735.0,1544.0,10.0,1384.0,83.51,24.0,Mar 2018,2127.4306640625,2325.4912109375,Mar 2018,16.674698795180724,25.475160628218177,138.7710843373494,1.128121372198804,2004.2400000000002,0.9420941579232212,1.0930984732996127
1691.0,36458.0,5063.0,12145.0,55357.0,27706.0,3803.0,9377.0,14471.0,55357.0,Mar 2017,GAIL,41735.0,873.0,479.0,1397.0,5411.0,35.0,3503.0,7.77,54.0,Mar 2018,121.77424621582033,162.21334838867188,Mar 2018,2.0715552927261975,15.672361160337237,21.560023654642222,44.34435168196063,419.58,3.445556125688341,1.3320825497140125
93.0,16138.0,701.0,2919.0,19851.0,6887.0,375.0,8996.0,3592.0,19851.0,Mar 2017,GRASIM,8189.0,472.0,58.0,446.0,2125.0,27.0,1560.0,33.42,16.0,Mar 2018,1137.8673095703125,1048.592529296875,Mar 2018,16.774193548387096,34.04749579803448,173.5268817204301,1.406139350821319,534.72,0.4699317710444848,0.9215420115134955
285.0,25688.0,45.0,6353.0,32371.0,7989.0,411.0,4724.0,19247.0,32371.0,Mar 2017,HCLTECH,11465.0,956.0,55.0,478.0,8276.0,17.0,6873.0,24.09,50.0,Mar 2018,403.9281005859375,478.3560180664063,Mar 2018,24.11578947368421,16.767459551097446,90.13333333333334,12.37844060055987,1204.5,2.9819663406748727,1.184260311111071
318.0,39277.0,279732.0,17980.0,337306.0,1000.0,0.0,20053.0,316254.0,337306.0,Mar 2017,HDFC,1481.0,47.0,20896.0,56.0,10727.0,31.0,7443.0,46.85,38.0,Mar 2018,1660.0006103515625,1843.3785400390625,Mar 2018,23.40566037735849,35.43224355072705,123.5125786163522,2.289155784825416,1780.3,1.0724694851907073,1.1104685917245918
513.0,88950.0,717669.0,56709.0,863840.0,3627.0,0.0,214463.0,645750.0,863840.0,Mar 2017,HDFCBANK,22464.0,12296.0,36167.0,833.0,22139.0,34.0,14550.0,28.39,19.0,Mar 2018,867.0755615234375,1019.9747314453124,Mar 2018,28.362573099415204,30.541583709878037,173.3918128654971,2.191273845455558,539.41,0.6221026447248328,1.1763389221271945
40.0,10071.0,0.0,4583.0,14694.0,4396.0,465.0,5890.0,3944.0,14694.0,Mar 2017,HEROMOTOCO,23857.0,513.0,6.0,493.0,4658.0,28.0,3377.0,169.11,50.0,Mar 2018,3498.81103515625,2893.618408203125,Mar 2018,84.425,20.689557300906213,251.775,1.4290568852560823,8455.5,2.416678098656561,0.8270290619092842
223.0,47110.0,27150.0,12153.0,86635.0,34384.0,712.0,29332.0,22207.0,86635.0,Mar 2017,HINDALCO,32125.0,1092.0,2323.0,1428.0,2153.0,28.0,1557.0,6.94,16.0,Mar 2018,236.88267517089844,234.54544067382807,Mar 2018,6.982062780269058,34.13295031280957,211.2556053811659,6.75439855973293,111.04,0.4687552600454654,0.9901333666745186
216.0,6274.0,0.0,8261.0,14751.0,4024.0,203.0,3779.0,6745.0,14751.0,Mar 2017,HINDUNILVR,25843.0,767.0,22.0,396.0,6396.0,30.0,4490.0,20.75,82.0,Mar 2018,1141.9686279296875,1688.186279296875,Mar 2018,20.787037037037038,55.03463267131024,29.046296296296298,7.180582547933956,1701.5,1.489970878696296,1.4783123091195978
1165.0,98780.0,637595.0,34251.0,771791.0,7805.0,0.0,161507.0,602480.0,771791.0,Mar 2017,ICICIBANK,29206.0,19504.0,32419.0,758.0,11279.0,13.0,9801.0,15.3,15.0,Mar 2018,291.4085693359375,341.6755065917969,Mar 2018,8.412875536480687,19.046311721303105,84.78969957081546,5.147412114263501,229.5,0.7875540534823157,1.1724964278518226
1596.0,8054.0,200.0,28.0,9878.0,62.0,0.0,9383.0,433.0,9878.0,Mar 2017,IDFC,72.0,0.0,3.0,5.0,79.0,29.0,56.0,0.35,72.0,Mar 2018,52.21818923950195,48.48648452758789,Mar 2018,0.03508771929824561,149.19482639857702,5.046365914786968,137.88298876042512,25.2,0.4825904606614879,0.9285363057152678
1148.0,66869.0,0.0,11868.0,79885.0,8605.0,1247.0,24977.0,45056.0,79885.0,Mar 2017,INFY,42082.0,3062.0,0.0,1331.0,18938.0,27.0,13818.0,30.08,43.0,Mar 2018,408.4406127929688,642.585693359375,Mar 2018,12.036585365853659,13.578477818915188,58.248257839721255,10.527846314292924,1293.4399999999998,3.166776171339311,1.5732659124304325
1215.0,44126.0,26.0,8849.0,54216.0,14880.0,3537.0,18585.0,17213.0,54216.0,Mar 2017,ITC,25474.0,1981.0,45.0,1038.0,15503.0,34.0,10201.0,8.4,57.0,Mar 2018,241.2494964599609,277.2817687988281,Mar 2018,8.395884773662551,28.720178149995345,36.31769547325103,23.62699231973735,478.8,1.9846673548579377,1.1493568810198422
92.0,21675.0,25326.0,13002.0,60094.0,41476.0,7529.0,1485.0,9603.0,60094.0,Mar 2017,JINDALSTEL,11539.0,1.0,2324.0,2044.0,-1457.0,32.0,-986.0,-10.78,0.0,Mar 2018,142.6999969482422,222.75,Mar 2018,-10.717391304347826,-13.237476525810964,235.59782608695653,0.0,-0.0,-0.0,1.5609670971527227
486.0,6940.0,25587.0,13442.0,46455.0,6449.0,1789.0,7196.0,31021.0,46455.0,Mar 2017,JPASSOCIAT,6224.0,-340.0,3623.0,878.0,-4845.0,10.0,-4362.0,-17.93,0.0,Mar 2018,24.600000381469727,11.75,Mar 2018,-8.975308641975309,-1.3720022521734372,14.279835390946502,0.0,-0.0,-0.0,0.4776422690160136
920.0,26696.0,178521.0,8453.0,214590.0,1538.0,0.0,45074.0,167978.0,214590.0,Mar 2017,KOTAKBANK,6165.0,3477.0,9573.0,291.0,5148.0,34.0,3412.0,18.53,3.0,Mar 2018,991.0170288085938,1276.7275390625,Mar 2018,3.708695652173913,53.48176086392842,29.017391304347825,0.302719318920949,55.59,0.05609388979605186,1.2883003035753977
187.0,45673.0,10558.0,45821.0,102238.0,7045.0,504.0,26759.0,67931.0,102238.0,Mar 2017,LT,59186.0,2809.0,1374.0,1215.0,6758.0,19.0,5454.0,38.97,24.0,Mar 2018,1053.1168212890625,1260.693115234375,Mar 2018,29.165775401069517,27.023782943009046,244.24064171122996,2.2789494493709554,935.28,0.8881066004198613,1.1971066169954723
90.0,14690.0,593.0,2475.0,17848.0,3013.0,481.0,6914.0,7441.0,17848.0,Mar 2017,LUPIN,8134.0,82.0,29.0,366.0,4179.0,25.0,3141.0,69.56,11.0,Mar 2018,971.29541015625,877.2583618164062,Mar 2018,34.9,13.9634187774044,163.22222222222223,1.132508182884387,765.1600000000001,0.7877726920143796,0.9031838847825748
297.0,26489.0,2851.0,10332.0,39968.0,7771.0,2040.0,17908.0,12248.0,39968.0,Mar 2017,M&M,39539.0,1894.0,160.0,1526.0,4723.0,23.0,3643.0,29.33,21.0,Mar 2018,649.0572509765625,954.5444946289062,Mar 2018,12.265993265993266,22.129466449933943,89.1885521885522,3.2354618900572625,615.93,0.9489609723537951,1.470663016540855
151.0,36280.0,484.0,14336.0,51251.0,13293.0,1252.0,28481.0,8225.0,51251.0,Mar 2017,MARUTI,57620.0,2237.0,89.0,2602.0,9960.0,26.0,7350.0,243.32,31.0,Mar 2018,7455.03564453125,8941.212890625,Mar 2018,48.675496688741724,30.638811624738,240.26490066225165,0.4158263149652477,7542.92,1.0117885895734406,1.1993521314930207
8245.0,87986.0,106840.0,33609.0,236680.0,99356.0,80737.0,8248.0,48339.0,236680.0,Mar 2017,NTPC,56918.0,316.0,3699.0,5921.0,12052.0,22.0,9385.0,9.49,42.0,Mar 2018,107.11300659179688,111.27111053466795,Mar 2018,1.1382656155245603,11.286934308935392,10.671437234687689,39.21092436519891,398.58,3.721116722257377,1.0388197855253698
6417.0,179122.0,-0.0,62070.0,247608.0,9276.0,34956.0,54150.0,149227.0,247608.0,Mar 2017,ONGC,46719.0,7676.0,1222.0,12190.0,25216.0,29.0,17900.0,13.95,54.0,Mar 2018,125.7502670288086,144.21530151367188,Mar 2018,2.789465482312607,9.014356059412803,27.913666822502726,42.94225473702488,753.3,5.990444535814971,1.1468389286253609
426.0,41672.0,662467.0,15766.0,720331.0,6273.0,0.0,186725.0,527332.0,720331.0,Mar 2017,PNB,21508.0,8951.0,32283.0,425.0,2012.0,34.0,1325.0,6.23,0.0,Mar 2018,144.4499969482422,85.0999984741211,Mar 2018,3.1103286384976525,23.186195336796498,97.82159624413146,0.0,0.0,0.0,0.58913118914508
5232.0,44576.0,118698.0,26192.0,194697.0,135508.0,35884.0,1330.0,21975.0,194697.0,Mar 2017,POWERGRID,3224.0,1050.0,6304.0,7663.0,9570.0,21.0,7520.0,10.78,30.0,Mar 2018,126.75763702392578,118.639892578125,Mar 2018,1.437308868501529,11.758593415948589,8.519877675840979,23.667213040850104,323.4,2.5513255658036407,0.9359585375966851
3251.0,285058.0,107446.0,150991.0,546746.0,154578.0,132741.0,192450.0,66977.0,546746.0,Mar 2017,RELIANCE,197272.0,8640.0,2723.0,8465.0,40777.0,23.0,31425.0,45.31,11.0,Mar 2018,782.7709350585938,1246.8223876953125,Mar 2018,9.666256536450323,17.275897926695954,87.6831744078745,1.405264235976851,498.41,0.6367252253211112,1.5928317364031694
263.0,20758.0,15637.0,20777.0,57435.0,16418.0,184.0,16876.0,23958.0,57435.0,Mar 2017,RELINFRA,6871.0,2732.0,2641.0,930.0,1205.0,-7.0,1288.0,48.99,18.0,Mar 2018,502.3282165527344,454.3097534179688,Mar 2018,4.897338403041825,10.253688845738607,78.92775665399239,3.5833145355692677,881.82,1.7554657909753844,0.9044081905963876
797.0,187489.0,2362445.0,154807.0,2705538.0,42345.0,574.0,765990.0,1896630.0,2705538.0,Mar 2017,SBIN,80172.0,35461.0,113658.0,2293.0,14855.0,29.0,10484.0,13.15,20.0,Mar 2018,275.3082275390625,305.77691650390625,Mar 2018,13.154328732747805,20.93598688509981,235.24341279799248,7.264584926784388,263.0,0.955292917872147,1.110671189296443
240.0,20773.0,6047.0,6810.0,33869.0,4039.0,1100.0,19333.0,9397.0,33869.0,Mar 2017,SUNPHARMA,7559.0,504.0,224.0,422.0,-17.0,-36.0,-23.0,-0.1,-3677.0,Mar 2018,465.0493774414063,616.2244873046875,Mar 2018,-0.09583333333333334,-4650.4937744140625,86.55416666666666,-790.6687286046914,367.70000000000005,0.7906687286046915,1.3250732442542157
679.0,20483.0,19357.0,18359.0,58878.0,20773.0,7271.0,17296.0,13539.0,58878.0,Mar 2017,TATAMOTORS,42706.0,642.0,1569.0,3037.0,-2353.0,-3.0,-2430.0,-8.41,0.0,Mar 2018,390.8500061035156,259.3500061035156,Mar 2018,-3.57879234167894,-46.47443592194003,30.16642120765832,0.0,-0.0,-0.0,0.6635537982691688
270.0,16321.0,16504.0,7737.0,40832.0,8549.0,921.0,22470.0,8892.0,40832.0,Mar 2017,TATAPOWER,4947.0,465.0,1319.0,605.0,518.0,23.0,398.0,1.47,88.0,Mar 2018,69.72325134277344,70.039794921875,Mar 2018,1.474074074074074,47.43078322637649,60.44814814814815,126.21327649706755,129.35999999999999,1.8553351645068927,1.0045400002582405
971.0,48688.0,28285.0,33522.0,111465.0,72567.0,6164.0,13666.0,19069.0,111465.0,Mar 2017,TATASTEEL,36117.0,-289.0,2689.0,3542.0,5357.0,36.0,3445.0,30.57,28.0,Mar 2018,566.3475952148438,565.2247924804688,Mar 2018,3.54788877445932,18.526254341342614,50.142121524201855,4.943960252780487,855.96,1.511368649274995,0.9980174671105488
197.0,77825.0,250.0,11172.0,89444.0,9231.0,1477.0,42930.0,35806.0,89444.0,Mar 2017,TCS,65604.0,4568.0,16.0,1575.0,30066.0,21.0,23653.0,60.02,39.0,Mar 2018,1132.235107421875,1949.4180908203125,Mar 2018,120.06598984771574,18.864297024689687,395.0507614213198,3.44451428368123,2340.78,2.0673974730654745,1.721743194537733
275.0,23666.0,6240.0,9100.0,39281.0,23232.0,878.0,7409.0,7762.0,39281.0,Mar 2017,ULTRACEMCO,18922.0,646.0,571.0,1268.0,3776.0,30.0,2628.0,95.72,10.0,Mar 2018,3946.86865234375,4379.8359375,Mar 2018,9.556363636363637,41.23347944362464,86.05818181818182,0.25336541143981944,957.2,0.2425213718301952,1.109698934343595
486.0,46220.0,6310.0,10002.0,63018.0,4362.0,694.0,35146.0,22815.0,63018.0,Mar 2017,WIPRO,36491.0,2646.0,468.0,1048.0,10687.0,24.0,8162.0,12.59,6.0,Mar 2018,219.25076293945312,221.82156372070312,Mar 2018,16.79423868312757,17.414675372474434,95.10288065843622,2.736592529740442,75.53999999999999,0.34453699949432165,1.0117253903556993
372.0,79396.0,43233.0,43258.0,166184.0,35065.0,17243.0,86085.0,27791.0,166184.0,Mar 2017,VEDL,29990.0,11007.0,3896.0,2986.0,10798.0,-3.0,11069.0,37.34,52.0,Mar 2018,204.7665863037109,160.62033081054688,Mar 2018,29.75537634408602,5.483840018846034,213.43010752688173,25.394768227895014,1941.6800000000003,9.482406456296,0.784406937234935
96.0,7702.0,11.0,3778.0,11588.0,2569.0,1392.0,2577.0,5050.0,11588.0,Mar 2018,ASIANPAINT,11242.0,275.0,24.0,311.0,2866.0,34.0,1895.0,19.75,44.0,Mar 2019,1331.7520751953125,1593.1148681640625,Mar 2019,19.739583333333332,67.43048482001582,80.22916666666667,3.3039182607278486,869.0,0.6525238564937501,1.196254841900974
513.0,62932.0,601639.0,26245.0,691330.0,3626.0,346.0,153876.0,533482.0,691330.0,Mar 2018,AXISBANK,28895.0,10967.0,27163.0,568.0,122.0,-127.0,276.0,1.07,0.0,Mar 2019,631.0162963867188,663.9000244140625,Mar 2019,0.5380116959064327,589.7348564361857,122.67446393762184,0.0,0.0,0.0,1.0521123277095066
289.0,18814.0,121.0,4595.0,23819.0,1878.0,56.0,17588.0,4296.0,23819.0,Mar 2018,BAJAJ-AUTO,20362.0,1251.0,1.0,315.0,5783.0,30.0,4068.0,140.59,43.0,Mar 2019,2507.95849609375,2579.269287109375,Mar 2019,14.076124567474048,17.838811409728642,65.10034602076125,1.7145419298993303,6045.37,2.4104744992454683,1.028433800290832
530.0,42864.0,653887.0,22718.0,720000.0,5367.0,0.0,163185.0,551448.0,720000.0,Mar 2018,BANKBARODA,23989.0,6657.0,28127.0,863.0,-2673.0,9.0,-2432.0,-9.19,0.0,Mar 2019,151.6999969482422,92.5999984741211,Mar 2019,-4.588679245283019,-16.507072573258128,80.8754716981132,0.0,-0.0,-0.0,0.6104152955633536
1999.0,100862.0,65416.0,36661.0,204937.0,122609.0,5543.0,48128.0,28657.0,204937.0,Mar 2018,BHARTIARTL,35798.0,414.0,5911.0,13049.0,-681.0,112.0,79.0,0.14,2695.0,Mar 2019,348.3062744140625,345.5819702148437,Mar 2019,0.03951975987993997,2487.901960100446,50.456228114057026,773.7443158420439,377.3,1.0832420421788616,0.9921784234182925
734.0,31867.0,99.0,31484.0,64184.0,3069.0,203.0,691.0,60222.0,64184.0,Mar 2018,BHEL,26806.0,694.0,330.0,786.0,1585.0,49.0,807.0,2.2,83.0,Mar 2019,75.99259185791016,48.22944259643555,Mar 2019,1.0994550408719346,34.54208720814098,43.415531335149865,109.22117271008757,182.60000000000002,2.402865799621927,0.634659792715246
1967.0,32621.0,23351.0,42192.0,100131.0,43028.0,4408.0,15626.0,37069.0,100131.0,Mar 2018,BPCL,224480.0,2831.0,833.0,2653.0,11286.0,29.0,7976.0,36.77,52.0,Mar 2019,270.9742431640625,289.9196472167969,Mar 2019,4.054905948144382,7.369438214959545,16.584138281647178,19.19001577154194,1912.0400000000002,7.056168799195972,1.0699158851096553
161.0,13952.0,174.0,2807.0,17095.0,4320.0,463.0,4637.0,7675.0,17095.0,Mar 2018,CIPLA,9194.0,257.0,12.0,530.0,1911.0,23.0,1469.0,18.24,16.0,Mar 2019,640.151611328125,468.6405944824219,Mar 2019,9.124223602484472,35.09603132281387,86.6583850931677,2.499407908511663,291.84,0.4558920025125273,0.7320775050618579
6207.0,6487.0,0.0,5770.0,18465.0,317.0,119.0,12358.0,5671.0,18465.0,Mar 2018,COALINDIA,871.0,9293.0,17.0,18.0,9315.0,0.0,9293.0,14.97,110.0,Mar 2019,203.1705780029297,137.78619384765625,Mar 2019,1.4971806025455132,13.571848897991295,1.0451103592717899,54.14169762238596,1646.7,8.10501213407118,0.678179858530842
357.0,22328.0,5707.0,4555.0,32947.0,3942.0,15.0,10201.0,18790.0,32947.0,Mar 2018,DLF,1982.0,627.0,1023.0,132.0,545.0,33.0,365.0,2.05,98.0,Mar 2019,205.76129150390625,165.35040283203125,Mar 2019,1.022408963585434,100.37136170922257,62.54341736694678,47.62800587210521,200.89999999999998,0.9763741203781569,0.8036030568407089
83.0,11725.0,2589.0,2704.0,17100.0,4717.0,675.0,3636.0,8072.0,17100.0,Mar 2018,DRREDDY,7990.0,164.0,63.0,774.0,697.0,19.0,567.0,34.17,59.0,Mar 2019,2533.843994140625,2517.92626953125,Mar 2019,6.831325301204819,74.1540530916191,141.26506024096386,2.32847800166207,2016.0300000000002,0.7956409331679294,0.9937179539678908
2255.0,38073.0,2081.0,15692.0,58101.0,28067.0,5514.0,9953.0,14567.0,58101.0,Mar 2018,GAIL,46005.0,992.0,275.0,1415.0,6958.0,34.0,4618.0,10.24,44.0,Mar 2019,158.8069305419922,114.94422912597656,Mar 2019,2.0478935698447893,15.508489310741425,16.88381374722838,27.706599359254913,450.56,2.837155774387703,0.7237985693299618
131.0,44658.0,2969.0,5959.0,53718.0,10817.0,745.0,35547.0,6609.0,53718.0,Mar 2018,GRASIM,12696.0,179.0,128.0,628.0,2513.0,30.0,1769.0,26.91,23.0,Mar 2019,1046.7757568359375,704.8475952148438,Mar 2019,13.50381679389313,38.899136262948254,340.90076335877865,2.197223220904687,618.93,0.5912727687454512,0.6733510884369053
278.0,27285.0,48.0,5207.0,32818.0,10428.0,298.0,6198.0,15894.0,32818.0,Mar 2018,HCLTECH,12734.0,702.0,23.0,893.0,9125.0,19.0,7362.0,26.44,23.0,Mar 2019,493.6965026855469,521.7862548828125,Mar 2019,26.48201438848921,18.672333687047914,98.14748201438849,4.658732617081051,608.12,1.2317689039562298,1.0568968020726632
335.0,64879.0,319716.0,13979.0,398910.0,1040.0,0.0,30717.0,367153.0,398910.0,Mar 2018,HDFC,3971.0,18.0,23498.0,49.0,13190.0,17.0,10959.0,65.39,31.0,Mar 2019,1853.5286865234373,2099.98095703125,Mar 2019,32.713432835820896,28.345751437887095,193.6686567164179,1.6724855798236935,2027.09,1.093638320646713,1.132963828561008
519.0,105776.0,911876.0,45764.0,1063934.0,3607.0,0.0,242200.0,818127.0,1063934.0,Mar 2018,HDFCBANK,27712.0,15220.0,40146.0,906.0,26697.0,34.0,17487.0,33.69,19.0,Mar 2019,1024.3929443359375,1109.1744384765625,Mar 2019,33.69364161849711,30.406439428196425,203.80732177263968,1.8547570153674522,640.1099999999999,0.6248676384772945,1.0827626689635046
40.0,11729.0,0.0,4970.0,16739.0,4655.0,318.0,7525.0,4241.0,16739.0,Mar 2018,HEROMOTOCO,26941.0,517.0,6.0,556.0,5244.0,30.0,3697.0,185.14,51.0,Mar 2019,2910.448974609375,2413.02392578125,Mar 2019,92.425,15.720260206380983,293.225,1.7523069617410127,9442.14,3.2442211089673108,0.8290899262733555
223.0,49228.0,20297.0,12981.0,82729.0,34364.0,737.0,27025.0,20603.0,82729.0,Mar 2018,HINDALCO,37685.0,623.0,1901.0,1617.0,2229.0,36.0,1436.0,6.4,19.0,Mar 2019,233.71560668945312,182.24908447265625,Mar 2019,6.439461883408072,36.51806354522705,220.75336322869956,8.129538403161082,121.60000000000001,0.5202904578023092,0.7797899637691615
